bookID,title,author,average_rating,isbn,isbn13,language_code,num_pages,audio_hrs,ratings_count,text_reviews_count,publication_date,publisher,series
31502,The Scarlet Pimpernel,Emmuska Orczy,4.07,743487745,9780743487740,eng,358,0.0,348,67,2004-07-01,Simon  Schuster,False
31505,Adventures of the Scarlet Pimpernel,Emmuska Orczy,4.03,899664598,9780899664590,eng,256,0.0,15,0,1983-12-01,Buccaneer Books,False
31507,Love's Enduring Promise (Love Comes Softly  #2),Janette Oke,4.19,764228498,9780764228490,eng,239,0.0,10835,311,2003-11-01,Bethany House Publishers,True
31548,Of Human Bondage,W. Somerset Maugham,4.13,451530179,9780451530172,eng,684,0.0,37531,2201,2007-01-02,Signet,False
31555,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran,4.26,688172172,9780688172176,eng,352,0.0,15190,532,1999-08-18,William Morrow Paperbacks,False
31569,Mangoes & Curry Leaves: Culinary Travels Through the Great Subcontinent,Jeffrey Alford,4.18,1579652522,9781579652524,eng,416,0.0,631,23,2005-11-01,Artisan,False
31570,Curry: A Tale of Cooks and Conquerors,Lizzie Collingham,3.9,195172418,9780195172416,eng,315,0.0,753,111,2006-02-06,Oxford University Press  USA,False
31573,50 Great Curries of India,Camellia Panjabi,4.15,1904920357,9781904920359,eng,224,0.0,209,29,2005-12-30,Kyle Books,False
31578,Curries Without Worries,Sudha Koul,3.93,446670782,9780446670784,eng,160,0.0,35,4,1996-03-01,Grand Central Publishing,False
31580,In Search of Duende,Federico García Lorca,4.3,811213765,9780811213769,eng,99,0.0,616,36,1998-04-17,New Directions,False
31591,Lorca & Jimenez: Selected Poems,Federico García Lorca,4.34,807062138,9780807062135,eng,208,0.0,114,8,1997-04-30,Beacon Press,False
31611,Seminar on Nietzsche's Zarathustra,C.G. Jung,4.38,691017387,9780691017389,eng,352,0.0,19,2,1997-11-23,Princeton University Press,False
31615,The Polar Express,Chris Van Allsburg,4.3,061861169X,9780618611690,eng,32,0.0,88,13,2005-10-19,HMH Books for Young Readers,False
31619,Trip To The North Pole (The Polar Express: The Movie),Ellen Weiss,3.62,061847790X,9780618477906,eng,128,0.0,55,7,2004-10-12,HMH Books for Young Readers,False
31623,Blow Fly (Kay Scarpetta  #12),Patricia Cornwell,3.77,425198731,9780425198735,eng,467,0.0,31942,732,2004-09-07,Berkley,True
31626,The Gift of the Magi and Other Short Stories,O. Henry,4.15,486270610,9780486270616,eng,96,0.0,4616,133,1992-02-05,Dover Publications,False
31628,James and the Giant Peach,Roald Dahl,4.01,553150324,9780553150322,eng,154,0.0,215,16,1978-01-01,Bantam Skylark,False
31637,Ten Short Stories Book & Cd Pack (Penguin Student Editions),Roald Dahl,3.84,140817786,9780140817782,eng,208,0.0,9,0,2000-03-30,Penguin Classics,False
31638,The Ultramarines Omnibus (Ultramarines #1-3),Graham McNeill,3.97,1844164039,9781844164035,eng,768,0.0,1691,67,2008-12-19,Games Workshop,True
31641,Star Wars Omnibus: X-Wing Rogue Squadron  Vol. 2,Michael A. Stackpole,3.88,1593076193,9781593076191,eng,288,0.0,325,12,2006-10-24,Dark Horse Comics,False
31644,The Soul Drinkers Omnibus (Soul Drinkers #1-3),Ben Counter,3.77,1844164160,9781844164165,eng,767,0.0,790,37,2006-12-26,Games Workshop(uk),True
31647,James and the Giant Peach,Roald Dahl,4.01,141311355,9780141311357,eng,160,0.0,1251,91,1998-04-05,Puffin,False
31648,James and the Giant Peach: a Play,Richard R. George,4.0,142407917,9780142407912,eng,91,0.0,344,22,2007-02-01,Puffin Books,False
31649,James & The Giant Peach (Disney's),Roald Dahl,4.03,140382976,9780140382976,eng,48,0.0,1073,32,1996-07-04,Puffin,False
31659,The Progress of Love,Alice Munro,4.14,375724702,9780375724701,eng,320,0.0,2128,115,2000-12-12,Vintage,False
31669,A Memoir of Jane Austen and Other Family Recollections,J.E. Austen Leigh,3.83,192840746,9780192840745,eng,352,0.0,892,33,2002-12-05,Oxford University Press,False
31670,The Jane Austen Cookbook,Maggie Black,3.93,771014171,9780771014178,eng,128,0.0,275,26,2002-05-10,McClelland & Stewart,False
31672,The Complete Novels,Jane Austen,4.55,143039504,9780143039501,eng,1278,0.0,425,39,2006-03-28,Penguin Classics,False
31673,The Cambridge Companion to Jane Austen,Edward Copeland,4.09,521498678,9780521498678,eng,251,0.0,320,21,1997-05-13,Cambridge University Press,False
31676,The Man Who Loved Jane Austen (The Man Who Loved Jane Austen #1),Sally Smith O'Rourke,3.37,075821037X,9780758210371,eng,303,0.0,1745,229,2006-04-01,Kensington,True
31678,Jane Austen: A Life,Carol Shields,3.85,143035169,9780143035169,eng,192,0.0,2279,173,2005-05-31,Penguin Books,False
31692,The Complete Novels of Jane Austen,Jane Austen,4.55,1840220554,9781840220551,eng,1431,0.0,924,28,2005-01-05,Wordsworth Editions,False
31693,Persuasion,Jane Austen,4.14,141439688,9780141439686,eng,325,0.0,5236,544,2003-04-29,Penguin Classics,False
31694,The History of England,Jane Austen,3.89,1565120558,9781565120556,eng,60,0.0,991,88,1993-01-10,Algonquin Books,False
31695,Jane and the Wandering Eye (Jane Austen Mysteries  #3),Stephanie Barron,3.86,553578170,9780553578171,eng,320,0.0,1999,112,2009-11-03,Bantam,True
31698,Dante: Poet of the Secular World,Erich Auerbach,4.25,1590172191,9781590172193,eng,202,0.0,169,13,2007-01-16,NYRB Classics,False
31728,Silent Running,James F. Calvert,4.17,047119705X,9780471197058,eng,320,0.0,344,28,1997-10-15,Wiley,False
31742,The Story of a Shipwrecked Sailor,Gabriel García Márquez,3.78,067972205X,9780679722052,eng,128,0.0,462,44,1989-03-13,Vintage,False
31784,Nietzche and Philosophy,Gilles Deleuze,4.17,231138768,9780231138765,eng,256,0.0,50,1,2006-05-16,Columbia University Press,False
31785,The Will to Power,Friedrich Nietzsche,4.05,394704371,9780394704371,eng,575,0.0,7931,132,2011-08-17,Vintage Books,False
31795,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,4.12,671739166,9780671739164,eng,704,0.0,10553,550,1991-01-01,Pocket Books,False
31800,The Oxford Companion to Philosophy,Ted Honderich,4.15,199264791,9780199264797,eng,1056,0.0,51,3,2005-05-26,Oxford University Press  USA,False
31802,South Park and Philosophy: You Know  I Learned Something Today,Robert Arp,3.43,1405161604,9781405161602,eng,273,0.0,1135,37,2006-11-22,Blackwell Publishers,False
31804,Superheroes and Philosophy: Truth  Justice  and the Socratic Way,Tom Morris,3.87,812695739,9780812695731,eng,300,0.0,754,38,2005-04-20,Open Court,False
31813,The Simpsons and Philosophy: The D'oh! of Homer,William Irwin,3.47,812694333,9780812694338,eng,256,0.0,2039,135,2001-02-28,Open Court,False
31814,Philosophy for Dummies,Tom Morris,3.65,764551531,9780764551536,eng,361,0.0,532,47,1999-09-17,For Dummies,False
31818,The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol,3.74,156717204,9780156717205,eng,272,0.0,33697,402,1977-04-06,Mariner Books,False
31819,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett,4.48,812694554,9780812694550,eng,243,0.0,11422,78,2004-09-10,Open Court,False
31822,Philosophy of Religion: An Anthology,Louis P. Pojman,3.94,534543642,9780534543648,eng,582,0.0,97,7,2002-05-07,Wadsworth Publishing Company,False
31823,A History of Philosophy 1: Greece and Rome,Frederick Charles Copleston,4.1,826468950,9780826468956,eng,544,0.0,20,4,2003-06-01,Bloomsbury Academic,False
31826,Western Philosophy: An Anthology,John Cottingham,4.04,631186271,9780631186274,eng,656,0.0,71,7,1996-11-14,Wiley-Blackwell,False
31833,Star Wars and Philosophy: More Powerful than You Can Possibly Imagine,Kevin S. Decker,4.05,812695836,9780812695830,eng,227,0.0,1774,35,2005-03-23,Open Court,False
31836,Bullshit and Philosophy,Gary L. Hardcastle,3.68,812696115,9780812696110,eng,288,0.0,72,9,2006-10-25,Open Court,False
31837,The Consolation of Philosophy,Boethius,3.98,140447806,9780140447804,eng,192,0.0,8318,373,1999-11-25,Penguin Classics,False
31839,Philosophy of Mind: Classical and Contemporary Readings,David J. Chalmers,4.08,019514581X,9780195145816,eng,675,0.0,435,14,2002-07-25,Oxford University Press  USA,False
31842,The Undead and Philosophy: Chicken Soup for the Soulless,Richard V. Greene,3.7,812696018,9780812696011,eng,288,0.0,196,18,2006-08-29,Open Court,False
31849,Philosophy in a Time of Terror: Dialogues with Jürgen Habermas and Jacques Derrida,Jürgen Habermas,3.89,226066665,9780226066660,eng,208,0.0,439,17,2004-09-01,University of Chicago Press,False
31851,An Introduction to Political Philosophy,Jonathan Wolff,4.11,019929609X,9780199296095,eng,215,0.0,767,44,2006-03-01,Oxford University Press  USA,False
31853,A Source Book in Indian Philosophy,Sarvepalli Radhakrishnan,4.13,691019584,9780691019581,eng,720,0.0,148,7,2067-04-21,Princeton University Press,False
31854,Philosophy: The Basics,Nigel Warburton,3.84,203506413,9780415327732,eng,169,0.0,830,70,2004-07-01,Routledge,False
31855,A Young Person's Guide To Philosophy,Jeremy Weate,3.92,789430746,9780789430748,eng,64,0.0,58,8,1998-09-21,DK Children,False
31856,Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought,George Lakoff,4.07,465056741,9780465056743,eng,640,0.0,1145,56,1999-10-08,Basic Books,False
31860,Practical Philosophy,Immanuel Kant,4.1,521654084,9780521654081,eng,704,0.0,288,3,1999-12-08,Cambridge University Press,False
31862,Discourse on Method and Meditations on First Philosophy,René Descartes,3.71,872204200,9780872204201,eng,103,0.0,24689,326,1999-06-15,Hackett Publishing Company  Inc.,False
31864,Readings in Classical Chinese Philosophy,Philip J. Ivanhoe,3.99,872207803,9780872207806,eng,416,0.0,341,21,2005-12-01,Hackett Publishing Company  Inc.,False
31868,Logic and Philosophy: A Modern Introduction,Alan Hausman,3.78,495128449,9780495128441,eng,525,0.0,9,0,2006-06-01,Cengage Learning,False
31871,History of Political Philosophy,Leo Strauss,4.17,226777103,9780226777108,eng,980,0.0,441,27,1987-11-30,University of Chicago Press,False
31875,What Is Ancient Philosophy?,Pierre Hadot,4.19,674013735,9780674013735,eng,384,0.0,400,42,2004-03-15,Belknap Press,False
31876,Lectures on the History of Philosophy 1: Greek Philosophy to Plato,Georg Wilhelm Friedrich Hegel,4.05,803272715,9780803272712,eng,487,0.0,54,5,1995-06-01,University of Nebraska Press,False
31878,Seinfeld and Philosophy,William Irwin,3.5,812694090,9780812694093,eng,224,0.0,914,50,1999-08-20,Open Court,False
31880,Introduction to the Philosophies of Research and Criticism in Education and the Social Sciences,James   Paul,2.75,130422533,9780130422538,eng,360,0.0,4,1,2004-10-18,Pearson,False
31881,Introducing Philosophy,Dave Robinson,3.56,184046576X,9781840465761,eng,176,0.0,241,21,2000-08-08,Icon Books,False
31882,The Matrix and Philosophy: Welcome to the Desert of the Real,William Irwin,3.91,081269502X,9780812695021,eng,280,0.0,1947,71,2002-08-28,Open Court,False
31891,A Short History of Modern Philosophy (Routledge Classics),Roger Scruton,3.8,415267633,9780415267632,eng,328,0.0,348,23,2001-11-11,Routledge,False
31894,Ancient Philosophy,Anthony Kenny,3.98,198752725,9780198752721,eng,341,0.0,260,20,2006-11-30,Oxford University Press  USA,False
31898,Woody Allen and Philosophy: [You Mean My Whole Fallacy Is Wrong?],Mark T. Conard,3.75,812694538,9780812694536,eng,250,0.0,293,9,2004-08-09,Open Court,False
31899,Three Philosophies of Life: Ecclesiastes—Life As Vanity  Job—Life As Suffering  Song of Songs—Life As Love,Peter Kreeft,4.3,898702623,9780898702620,eng,140,0.0,437,52,1990-06-01,Ignatius Press,False
31904,Philosophy of Religion,John Harwood Hick,3.68,136626289,9780136626282,eng,160,0.0,180,11,1989-11-20,Pearson,False
31910,Early Greek Philosophy,Jonathan Barnes,4.09,140448152,9780140448153,eng,336,0.0,2088,44,2002-09-26,Penguin Books,False
31911,Contemporary Political Philosophy,Will Kymlicka,4.0,198782748,9780198782742,eng,512,0.0,594,17,2001-10-25,Oxford University Press  USA,False
31912,Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale,James B. South,4.06,812695313,9780812695311,eng,335,0.0,2519,85,2003-03-13,Open Court,False
31916,Philosophy: The Classics,Nigel Warburton,3.89,415356296,9780415356299,eng,257,0.0,337,26,1998-07-09,Routledge,False
31917,The Oxford Handbook of Philosophy of Mathematics and Logic,Stewart Shapiro,4.25,195325923,9780195325928,eng,832,0.0,19,1,2007-03-01,Oxford University Press  USA,False
31923,Three Books of Occult Philosophy,Cornelius Agrippa,4.1,875428320,9780875428321,eng,1024,0.0,1245,28,1992-01-08,Llewellyn Publications,False
31925,Philosophy Made Simple,Robert Hellenga,3.39,031601334X,9780316013345,eng,304,0.0,501,84,2007-03-01,Back Bay Books,False
31929,The Philosophy of Biology,David L. Hull,3.89,198752121,9780198752127,eng,784,0.0,14,3,1998-08-27,Oxford University Press  USA,False
31938,Ten Great Works of Philosophy,Robert Paul Wolff,3.74,451528301,9780451528308,eng,592,0.0,95,11,2002-03-01,Signet,False
31947,Philosophy and the Mirror of Nature,Richard M. Rorty,4.01,691020167,9780691020167,eng,424,0.0,2815,48,1981-01-21,Princeton University Press,False
31960,The Best American Sports Writing 2003,Buzz Bissinger,3.87,618251324,9780618251322,eng,352,0.0,53,2,2003-10-10,Mariner Books,False
31968,Walking the Bible: A Journey by Land Through the Five Books of Moses,Bruce Feiler,3.87,60838639,9780060838638,eng,451,0.0,2539,331,2005-08-02,William Morrow Paperbacks,False
31974,Mac OS X: Tiger Edition (The Missing Manual),David Pogue,3.79,596009410,9780596009410,eng,864,0.0,96,6,2005-07-19,O'Reilly Media,False
31975,Astonishing X-Men  Volume 2: Dangerous,Joss Whedon,4.19,078511677X,9780785116776,eng,152,0.0,10769,282,2007-06-27,Marvel,False
31976,FINAL FANTASY X Official Strategy Guide,Dan Birlew,4.29,744001404,9780744001402,eng,272,0.0,388,10,2001-12-17,BradyGames,False
31978,Ultimate X-Men  Vol. 14: Phoenix?,Robert Kirkman,3.7,078512019X,9780785120193,eng,144,0.0,1409,28,2006-10-04,Marvel,False
31979,Astonishing X-Men  Volume 1: Gifted,Joss Whedon,4.17,785115315,9780785115311,eng,152,0.0,24262,557,2006-05-10,Marvel,False
31980,Cross-X,Joe  Miller,3.8,374131945,9780374131944,eng,480,0.0,189,40,2006-10-03,Farrar Straus Giroux,False
31981,Astonishing X-Men  Volume 3: Torn,Joss Whedon,4.24,785117598,9780785117599,eng,152,0.0,8900,241,2007-02-14,Marvel,False
31983,X/1999  Volume 01: Prelude,CLAMP,3.96,1569319499,9781569319499,eng,200,0.0,3138,68,2003-04-30,VIZ Media LLC,False
31985,X/1999  Volume 02: Overture,CLAMP,4.03,1569319502,9781569319505,eng,192,0.0,1092,10,2003-04-30,VIZ Media LLC,False
32016,The Gospel According to Job,Mike Mason,4.46,158134449X,9781581344493,eng,448,0.0,138,19,2002-10-03,Crossway Books,False
32039,Avid Editing: A Guide for Beginning and Intermediate Users,Sam Kauffmann,3.83,240805410,9780240805412,eng,414,0.0,5,0,2003-03-17,Focal Press,False
32053,The Complete Poems (Poetry Library),D.H. Lawrence,4.01,1853264172,9781853264177,eng,704,0.0,1564,25,1994-08-05,Wordsworth Editions,False
32060,Complete Short Stories  Vol 2,D.H. Lawrence,4.03,670000965,9780670000968,eng,303,0.0,85,8,2061-07-10,Penguin/Viking Compass (Non-Classics),False
32065,D.H. Lawrence and Italy: Twilight in Italy/Sea and Sardinia/Etruscan Places,D.H. Lawrence,3.68,141180307,9780141180304,eng,512,0.0,199,12,1997-07-01,Penguin Classics,False
32070,The Complete Poems,D.H. Lawrence,4.01,140186573,9780140186574,eng,1088,0.0,62,3,1994-01-01,Penguin Classics,False
32071,Sons and Lovers,D.H. Lawrence,3.63,375753737,9780375753732,eng,654,0.0,39333,1250,1999-08-17,Modern Library Classics,False
32075,The Woman Who Rode Away and Other Stories,D.H. Lawrence,3.49,521294304,9780521294300,eng,556,0.0,27,1,2002-08-08,Cambridge University Press,False
32078,Amnesia Moon,Jonathan Lethem,3.49,015603154X,9780156031547,eng,256,0.0,2953,230,2005-08-08,Mariner Books,False
32080,Paul Revere's Ride,David Hackett Fischer,4.12,195098315,9780195098310,eng,464,0.0,3907,208,1995-04-19,Oxford University Press  USA,False
32082,The Great Wave: Price Revolutions and the Rhythm of History,David Hackett Fischer,3.97,019512121X,9780195121216,eng,552,0.0,204,33,1999-11-11,Oxford University Press  USA,False
32083,Growing Old in America: The Bland-Lee Lectures Delivered at Clark University,David Hackett Fischer,4.06,195023668,9780195023664,eng,252,0.0,17,1,1978-04-01,Oxford University Press  USA,False
32094,Nathaniel Hawthorne: The Scarlet Letter: Essays  Articles  Reviews,Elmer Kennedy-Andrews,3.38,231121911,9780231121910,eng,192,0.0,172,10,2000-12-27,Columbia University Press,False
32096,The All-True Travels and Adventures of Lidie Newton,Jane Smiley,3.57,449910830,9780449910832,eng,452,0.0,2149,256,1998-12-29,Ballantine Books,False
32097,The Age of Grief,Jane Smiley,3.81,385721870,9780385721875,eng,224,0.0,1389,123,2002-06-11,Anchor,False
32099,A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,3.9,1400033179,9781400033171,eng,304,0.0,696,49,2005-04-19,Anchor,False
32102,Venetia,Georgette Heyer,4.1,373771665,9780373771660,eng,364,0.0,10067,789,2006-10-24,Hqn,False
32103,Lady of Quality,Georgette Heyer,3.88,99474468,9780099474463,eng,267,0.0,5927,458,2005-06-02,Arrow,False
32104,False Colours,Georgette Heyer,3.86,99476339,9780099476337,eng,303,0.0,4457,330,2005-06-02,Arrow,False
32105,Sylvester,Georgette Heyer,4.11,373836082,9780373836086,eng,410,0.0,10231,636,2004-04-23,Harlequin,False
32106,The Convenient Marriage,Georgette Heyer,3.68,99474425,9780099474425,eng,272,0.0,9272,861,2005-01-06,Arrow,False
32107,Sprig Muslin,Georgette Heyer,3.81,99476355,9780099476351,eng,268,0.0,5030,406,2005-06-02,Arrow,False
32108,The Talisman Ring,Georgette Heyer,4.02,99474395,9780099474395,eng,268,0.0,5550,478,2005-01-06,Arrow,False
32110,The Nonesuch,Georgette Heyer,4.04,99474387,9780099474388,eng,304,0.0,7204,460,2005-01-06,Arrow,False
32111,The Foundling,Georgette Heyer,3.87,373835493,9780373835492,eng,406,0.0,3716,270,2003-03-25,Harlequin,False
32113,Ali and Nino,Kurban Said,3.92,99283220,9780099283225,eng,237,0.0,147,22,2000-10-05,Vintage/Ebury,False
32121,Last Rights (Francis Hancock #1),Barbara Nadel,3.53,755321367,9780755321360,eng,352,0.0,132,15,2006-01-02,Headline,True
32122,Belshazzar's Daughter (Inspector Ikmen #1),Barbara Nadel,3.51,1933397497,9781933397498,eng,448,0.0,772,99,2006-10-01,Felony & Mayhem,True
32124,Deep Waters (Cetin Ikmen  #4),Barbara Nadel,3.99,747267197,9780747267195,eng,448,0.0,301,24,2002-07-01,Headline,True
32125,After the Mourning (Francis Hancock #2),Barbara Nadel,3.42,755321383,9780755321384,eng,352,0.0,104,11,2006-12-28,Headline,True
32129,Spiritual Midwifery,Ina May Gaskin,4.38,1570671044,9781570671043,eng,482,0.0,5166,429,2002-01-01,Book Publishing Company (TN),False
32130,Monday Night Class,Stephen Gaskin,3.89,1570671818,9781570671814,eng,191,0.0,59,4,2005-07-31,Book Publishing Company,False
32137,Summer of the Dragon,Elizabeth Peters,3.92,380731223,9780380731220,eng,352,0.0,2419,102,2001-03-06,HarperCollins,False
32138,Devil May Care,Elizabeth Peters,3.87,380731150,9780380731152,eng,352,0.0,2233,109,2001-09-04,Avon,False
32139,The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,4.05,380731959,9780380731954,eng,389,0.0,12389,364,2000-01-05,Avon,True
32144,The Mammoth Book of Egyptian Whodunnits,Mike Ashley,3.91,786710659,9780786710652,eng,512,0.0,161,9,2002-09-20,Running Press,False
32154,The Best American Classics,Cook's Illustrated Magazine,4.14,1933615036,9781933615035,eng,421,0.0,35,4,2006-09-01,Cook's Illustrated,False
32155,Cook's Illustrated 2005 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.57,936184922,9780936184920,eng,206,0.0,37,1,2005-11-15,America's Test Kitchen,False
32160,Cook's Illustrated 2003 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.69,936184728,9780936184722,eng,212,0.0,26,0,2003-11-15,Boston Common Press,False
32165,Cook's Illustrated 1995 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.53,964017938,9780964017931,eng,232,0.0,15,1,1995-12-01,Cook's Illustrated,False
32181,Zelda's Cut,Philippa Gregory,2.94,6511775,9780006511779,eng,432,0.0,65,12,2001-02-01,HarperCollins Publishers,False
32184,Thanksgiving on Thursday (Magic Tree House  #27),Mary Pope Osborne,3.85,375806156,9780375806155,eng,73,0.0,6361,209,2002-09-24,Random House Books for Young Readers,True
32185,Rurouni Kenshin  Volume 27,Nobuhiro Watsuki,4.38,1421506742,9781421506746,eng,192,0.0,1598,22,2006-06-06,VIZ Media LLC,False
32186,Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)  #27),Rumiko Takahashi,4.09,1591164591,9781591164593,eng,200,0.0,891,13,2004-08-10,VIZ Media LLC,True
32189,Sukhoi Su-27 Flanker (WarbirdTech  #42),Yefim Gordon,3.0,1580070914,9781580070911,eng,104,0.0,6,0,2006-04-01,Specialty Press,True
32197,1001 Illuminated Initial Letters: 27 Full-Color Plates,Owen    Jones,3.46,486256073,9780486256078,eng,32,0.0,11,1,1988-04-01,Dover Publications,False
32199,Gold Rage (Wilderness  #27),David   Robbins,4.31,843945192,9780843945195,eng,170,0.0,16,0,1999-05-01,Leisure Books,True
32202,Asfixia,Chuck Palahniuk,3.7,9875661708,9789875661707,eng,336,0.0,47,2,2006-09-01,Debolsillo,False
32213,Expectant Father,Melinda Curtis,3.6,373713010,9780373713011,eng,304,0.0,40,2,2011-12-15,Harlequin Special Releases,False
32226,Horse Heaven,Jane Smiley,3.88,804119430,9780804119436,eng,640,0.0,4583,328,2003-08-26,Ballantine Books,False
32234,White Oleander,Janet Fitch,3.96,316182540,9780316182546,eng,446,0.0,301784,6170,2001-09-01,Little  Brown and Company,False
32241,The Night Remembers (Night  #1),Kathleen Eagle,3.79,380784912,9780380784912,eng,355,0.0,228,25,1998-06-01,HarperTorch,True
32254,The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,4.02,345476999,9780345476999,eng,355,0.0,27697,1190,2006-09-12,Ballantine Books,True
32255,Vanish (Rizzoli & Isles  #5),Tess Gerritsen,4.12,345476980,9780345476982,eng,401,0.0,46863,1157,2006-08-29,Ballantine Books,True
32256,Call After Midnight & Under The Knife,Tess Gerritsen,3.99,037377172X,9780373771721,eng,555,0.0,249,20,2006-04-25,Harlequin,False
32257,The Sinner (Rizzoli & Isles  #3),Tess Gerritsen,4.13,553815024,9780553815023,eng,419,0.0,33678,1099,2005-01-17,Bantem Press,True
32258,Body Double (Rizzoli & Isles  #4),Tess Gerritsen,4.17,034545894X,9780345458940,eng,432,0.0,36595,1205,2005-07-26,Ballantine Books,True
32262,Life Support,Tess Gerritsen,3.99,671553046,9780671553043,eng,400,0.0,11151,352,1998-08-01,Pocket Books,False
32264,The Family that Couldn't Sleep,D.T. Max,3.91,1400062454,9781400062454,eng,299,0.0,4568,350,2006-09-05,Random House (NY),False
32275,River Out of Eden: A Darwinian View of Life,Richard Dawkins,3.98,465069908,9780465069903,eng,172,0.0,5891,192,1996-08-23,HarperCollinsPublishers,False
32276,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,4.18,345346297,9780345346292,eng,271,0.0,15444,475,1986-12-12,Ballantine Books,False
32277,Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),Hiroki Endo,3.97,1593074069,9781593074067,eng,216,0.0,1848,66,2005-11-15,Dark Horse Manga,True
32281,Demonic Males: Apes and the Origins of Human Violence,Richard W. Wrangham,4.03,395877431,9780395877432,eng,368,0.0,686,64,1997-11-14,Mariner Books,False
32286,A Mad People's History of Madness,Dale Peterson,4.33,822953315,9780822953319,eng,384,0.0,9,0,1982-03-15,University of Pittsburgh Press,False
32289,A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,4.35,743202414,9780743202411,eng,304,0.0,5040,590,2002-03-12,Scribner,False
32295,Blame It on the Brain: Distinguishing Chemical Imbalances  Brain Disorders  and Disobedience,Edward T. Welch,4.05,875526020,9780875526027,eng,204,0.0,534,50,1998-06-01,P & R Publishing,False
32298,Blame!  Vol. 7,Tsutomu Nihei,4.3,1595328408,9781595328403,eng,210,0.0,785,13,2007-02-01,TokyoPop,False
32300,The Berenstain Bears and the Blame Game,Stan Berenstain,3.87,679887431,9780679887430,eng,32,0.0,745,28,1997-10-07,Random House Books for Young Readers,False
32302,Blame!  Vol. 8,Tsutomu Nihei,4.26,1595328416,9781595328410,eng,216,0.0,762,13,2007-05-01,TokyoPop,False
32303,The New Don't Blame Mother: Mending the Mother-Daughter Relationship,Paula J. Caplan,3.88,415926300,9780415926300,eng,320,0.0,5,0,2000-03-25,Routledge,False
32307,Blame It on Paris,Laura Florand,3.53,765315084,9780765315083,eng,384,0.0,358,63,2006-10-03,Forge Books,False
32313,No Wind of Blame (Inspector Hemingway #1),Georgette Heyer,3.78,99493675,9780099493679,eng,352,0.0,96,17,2006-09-07,Arrow,True
32316,Uncle John's Presents Blame It on the Weather: Amazing Weather Facts,David W. Phillips,3.57,1571458689,9781571458681,eng,240,0.0,7,1,2002-11-01,Portable Press,False
32317,Who's To Blame (Sweet Valley High  #66),Francine Pascal,3.36,553285556,9780553285550,eng,152,0.0,406,5,1990-06-01,Bantam,True
32328,Air Gear  Vol. 2 (Air Gear  #2),Oh! Great,4.04,034549279X,9780345492791,eng,224,0.0,686,8,2006-10-31,Del Rey,True
32329,Air Gear  Vol. 3 (Air Gear  #3),Oh! Great,4.09,345492803,9780345492807,eng,224,0.0,609,3,2007-01-30,Del Rey,True
32330,Air Gear  Vol. 1 (Air Gear  #1),Oh! Great,3.92,345492781,9780345492784,eng,224,0.0,1875,37,2006-07-25,Del Rey,True
32331,Air Gear  Vol. 4 (Air Gear  #4),Oh! Great,4.07,345492811,9780345492814,eng,224,0.0,467,2,2007-05-01,Del Rey,True
32338,Fire in the Minds of Men: Origins of the Revolutionary Faith,James H. Billington,4.54,765804719,9780765804716,eng,677,0.0,96,9,1980-01-01,Basic Books,False
32349,Mutant Message Down Under,Marlo Morgan,3.79,60723513,9780060723514,eng,187,0.0,11224,1249,2004-05-25,Harper Perennial,False
32350,Mutants & Masterminds: RPG,Steve Kenson,3.81,1932442529,9781932442526,eng,253,0.0,305,8,2005-11-01,Green Ronin Publishing,False
32351,Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,4.05,142004820,9780142004821,eng,448,0.0,3040,200,2005-01-25,Penguin Books,False
32353,The New Mutants Classic  Vol. 1,Chris Claremont,3.75,785121943,9780785121947,eng,240,0.0,697,43,2006-05-03,Marvel,False
32358,James Dean: The Mutant King: A Biography,David Dalton,4.07,155652398X,9781556523984,eng,384,0.0,491,29,2001-09-01,Chicago Review Press,False
32370,Dry,Augusten Burroughs,4.03,312423799,9780312423797,eng,293,0.0,77100,3112,2004-04-01,Picador USA,False
32373,Yes  Your Teen Is Crazy!: Loving Your Kid Without Losing Your Mind,Michael J. Bradley,4.29,936197447,9780936197449,eng,332,0.0,792,138,2002-11-08,Harbor Press,False
32396,Henry IV  Part 1,William Shakespeare,3.83,743485041,9780743485043,eng,336,0.0,1604,146,2005-01-01,Simon  Schuster,False
